0.0,0.0,93
0.0,0.0,93
0.0,0.0,93
0.0,0.0,93
0.0,0.0,93
0.0,0.0,92
0.0,-0.0,92
0.115,0.001,92
0.11,-0.0,92
0.109,0.002,92
0.0,0.0,92
-0.0,0.0,92
0.001,-0.0,92
0.002,-0.001,92
0.001,-0.001,92
0.003,0.001,92
0.006,-0.001,92
0.072,0.019,91
0.351,0.121,91
0.617,0.221,91
0.585,0.205,91
0.567,0.216,91
0.497,0.205,91
0.319,0.205,90
0.316,0.19,90
0.268,0.098,90
0.182,0.072,90
0.096,0.052,90
0.022,0.039,90
-0.046,0.035,90
-0.115,0.057,90
-0.22,0.092,91
-0.259,0.151,91
-0.299,0.2,91
-0.297,0.191,91
-0.333,0.165,90
-0.439,0.159,90
-0.483,0.186,91
-0.53,0.196,91
-0.68,0.174,92
-0.787,0.225,92
-0.853,0.335,92
-0.861,0.359,92
-0.842,0.474,93
-0.817,0.513,93
-0.802,0.572,94
-0.749,0.662,94
-0.724,0.687,94
-0.762,0.704,94
-0.848,0.829,94
-0.834,0.972,94
-0.735,1.061,94
-0.591,1.074,95
-0.47,1.015,95
-0.404,0.891,96
-0.408,0.768,96
-0.411,0.787,96
-0.412,0.789,96
-0.414,0.807,96
-0.417,0.851,96
-0.416,0.873,96
-0.413,0.897,96
-0.415,0.908,96
-0.424,0.933,96
-0.446,0.975,95
-0.469,1.011,95
-0.477,1.02,95
-0.461,1.022,95
-0.466,1.033,95
-0.36,1.074,95
-0.242,1.073,95
-0.195,1.082,95
-0.065,1.077,96
0.045,0.989,96
0.057,0.959,96
0.059,0.965,96
0.057,0.956,96
0.101,1.055,96
0.239,1.095,96
0.371,1.062,96
0.44,1.013,96
0.414,1.039,96
0.418,1.043,96
0.521,1.084,96
0.605,1.04,96
0.62,1.01,96
0.629,1.017,96
0.766,1.039,96
0.816,1.018,96
0.873,1.037,96
1.019,1.054,96
1.13,0.967,96
1.141,0.87,96
1.139,0.878,96
1.176,0.838,96
1.172,0.847,96
1.26,0.883,95
1.403,0.853,95
1.501,0.751,95
1.541,0.602,95
1.521,0.448,95
1.438,0.356,95
1.346,0.265,95
1.258,0.261,95
1.124,0.226,94
1.059,0.236,94
1.062,0.239,94
1.094,0.241,94
1.029,0.199,94
0.908,0.175,94
0.766,0.276,94
0.793,0.258,94
0.771,0.253,95
0.676,0.215,95
0.636,0.221,95
0.565,0.216,95
0.398,0.187,95
0.32,0.164,95
0.307,0.155,95
0.324,0.164,96
0.3,0.112,96
0.271,0.038,96
0.229,0.013,96
0.183,0.038,95
0.184,0.047,95
0.321,0.042,95
0.62,0.036,95
0.921,0.04,95
1.213,0.046,95
1.495,0.049,95
1.787,0.049,95
2.0,0.048,95
2.052,0.045,95
2.073,0.004,95
2.035,0.006,95
1.759,0.006,95
1.468,0.01,95
1.173,0.012,95
0.868,0.011,95
0.598,0.012,95
0.373,0.011,95
0.092,0.009,95
-0.206,0.011,95
-0.489,0.011,95
-0.769,0.011,95
-1.067,0.013,95
-1.353,0.015,95
-1.644,0.014,95
-1.933,0.013,95
-2.048,0.012,95
-2.046,-0.008,95
-2.018,-0.082,95
-1.898,-0.074,95
-1.596,-0.073,94
-1.397,-0.074,94
-1.093,-0.075,94
-0.798,-0.075,94
-0.509,-0.076,94
-0.219,-0.078,94
0.074,-0.077,94
0.362,-0.076,94
0.65,-0.075,94
0.934,-0.073,94
1.219,-0.072,94
1.51,-0.073,94
1.801,-0.073,94
2.01,-0.074,94
2.052,-0.074,94
2.023,-0.131,94
1.976,-0.152,95
1.693,-0.15,95
1.396,-0.146,95
1.103,-0.141,95
0.811,-0.14,95
0.525,-0.139,95
0.244,-0.139,95
-0.04,-0.139,95
-0.332,-0.138,95
-0.624,-0.137,95
-0.911,-0.137,95
-1.199,-0.136,95
-1.489,-0.134,95
-1.782,-0.135,95
-2.0,-0.136,94
-2.053,-0.138,94
-2.035,-0.219,94
-2.017,-0.235,94
-1.776,-0.228,94
-1.625,-0.223,94
-1.525,-0.224,94
-1.263,-0.225,94
-0.968,-0.226,94
-0.672,-0.226,94
-0.377,-0.227,94
-0.089,-0.227,94
0.193,-0.227,94
0.482,-0.229,94
0.772,-0.229,94
1.064,-0.229,94
1.349,-0.229,94
1.643,-0.231,95
1.929,-0.232,95
2.046,-0.234,95
2.06,-0.296,95
2.061,-0.301,95
