0.0,0.0,91
0.0,0.0,91
0.0,0.0,91
0.0,0.0,91
0.0,0.0,91
0.0,0.0,91
-0.0,0.0,91
-0.0,0.0,91
-0.0,0.0,91
-0.0,0.0,91
-0.0,0.0,91
-0.0,0.0,91
0.011,0.0,91
0.026,0.0,91
0.044,0.0,89
0.06,0.0,89
0.081,0.0,89
0.093,0.0,89
0.112,-0.0,89
0.115,-0.0,89
0.117,0.0,89
0.116,0.0,89
0.116,0.0,89
0.114,0.0,89
0.112,0.0,89
0.113,0.001,89
0.11,0.001,89
0.11,0.001,89
0.108,-0.001,89
0.107,-0.001,89
0.107,-0.0,89
0.106,-0.0,88
0.107,0.0,88
0.106,0.001,88
0.106,-0.0,88
0.106,-0.001,88
0.106,-0.0,88
0.106,-0.0,88
0.107,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,88
0.0,0.0,87
-0.0,0.0,87
-0.0,0.0,87
0.0,-0.0,87
0.0,-0.0,87
0.0,-0.0,87
-0.0,0.0,87
-0.0,0.0,87
-0.0,0.0,87
-0.0,-0.0,87
-0.0,-0.0,87
0.0,-0.0,87
-0.0,0.0,87
0.001,-0.0,87
0.001,-0.0,87
0.001,-0.0,87
0.001,-0.0,87
0.001,-0.0,87
0.001,0.0,87
0.001,-0.0,87
0.001,-0.001,87
0.001,-0.001,87
0.001,-0.001,87
0.0,-0.002,87
-0.0,-0.003,87
0.0,-0.003,87
0.0,-0.002,87
-0.0,-0.002,87
-0.001,-0.003,87
-0.0,-0.002,87
-0.0,-0.002,87
-0.0,-0.001,87
-0.004,-0.004,87
-0.003,-0.004,87
-0.002,-0.003,87
-0.002,-0.003,86
-0.003,-0.004,86
-0.003,-0.004,86
-0.002,-0.003,86
-0.002,-0.003,86
-0.0,-0.004,86
0.0,-0.003,86
0.001,-0.003,86
0.003,-0.004,86
0.005,-0.005,86
0.006,-0.006,86
0.006,-0.006,86
0.006,-0.006,86
0.006,-0.006,86
0.006,-0.005,86
0.005,-0.004,86
0.005,-0.004,86
0.004,-0.004,84
0.004,-0.006,84
0.013,-0.003,84
0.021,-0.002,84
0.032,0.0,84
0.046,0.001,84
0.062,0.004,84
0.096,0.009,84
0.12,0.014,84
0.164,0.022,84
0.201,0.03,84
0.236,0.038,84
0.271,0.046,84
0.306,0.054,84
0.345,0.064,84
0.38,0.072,84
0.414,0.08,84
0.446,0.088,84
0.475,0.095,84
0.514,0.104,84
0.549,0.113,84
0.582,0.12,84
0.618,0.129,84
0.647,0.135,84
0.684,0.143,84
0.709,0.15,84
0.729,0.154,84
0.737,0.157,84
0.746,0.159,84
0.754,0.161,84
0.763,0.164,84
0.761,0.163,84
0.75,0.162,84
0.749,0.162,84
0.746,0.162,84
0.746,0.162,84
0.747,0.162,84
0.747,0.164,84
0.747,0.164,84
0.747,0.166,84
0.746,0.167,84
0.746,0.167,84
0.745,0.166,84
0.746,0.165,84
0.744,0.166,84
0.745,0.165,84
0.731,0.174,84
0.724,0.178,84
0.709,0.186,84
0.701,0.192,84
0.688,0.202,84
0.679,0.214,84
0.671,0.226,84
0.671,0.226,84
0.673,0.222,84
0.674,0.217,84
0.674,0.216,84
0.675,0.215,84
0.674,0.215,84
0.661,0.226,84
0.658,0.227,84
0.666,0.222,84
0.677,0.217,84
0.679,0.216,84
0.671,0.218,84
0.658,0.22,84
0.643,0.222,84
0.63,0.225,84
0.636,0.223,84
0.652,0.22,84
0.656,0.219,84
0.652,0.219,84
0.636,0.215,84
0.622,0.21,84
0.606,0.204,84
0.595,0.201,84
0.575,0.197,84
0.558,0.196,84
0.54,0.196,84
0.522,0.199,84
0.504,0.2,84
0.479,0.204,84
0.455,0.209,84
0.432,0.212,84
0.41,0.215,84
0.391,0.217,84
0.364,0.219,84
0.344,0.219,84
0.325,0.219,84
0.319,0.219,84
0.319,0.219,84
0.318,0.218,84
0.317,0.218,84
0.322,0.217,84
0.322,0.217,84
0.322,0.217,84
0.321,0.218,84
0.32,0.207,84
0.318,0.194,84
0.316,0.18,84
0.311,0.166,84
0.306,0.156,84
0.299,0.144,84
0.292,0.136,84
0.285,0.128,84
0.273,0.118,84
0.26,0.108,84
0.247,0.101,84
0.236,0.097,84
0.224,0.093,84
0.211,0.09,84
0.198,0.087,84
0.184,0.087,84
0.171,0.087,84
0.168,0.088,84
0.166,0.088,84
0.165,0.088,84
0.161,0.085,84
0.155,0.082,84
0.14,0.077,85
0.134,0.075,85
0.119,0.073,85
0.107,0.073,85
0.093,0.074,85
0.09,0.075,85
0.086,0.076,85
0.084,0.076,85
0.082,0.076,85
0.073,0.073,85
0.06,0.068,85
0.047,0.066,85
0.034,0.065,85
0.03,0.065,85
0.028,0.065,85
0.027,0.065,85
0.027,0.065,85
0.015,0.06,85
0.005,0.056,85
-0.008,0.051,85
-0.022,0.048,85
-0.035,0.048,85
-0.05,0.048,85
-0.063,0.051,85
-0.074,0.053,85
-0.074,0.055,85
-0.076,0.056,85
-0.077,0.056,85
-0.082,0.055,85
-0.094,0.053,85
-0.108,0.052,85
-0.12,0.052,85
-0.134,0.054,85
-0.146,0.056,85
-0.158,0.061,85
-0.169,0.066,85
-0.181,0.074,85
-0.187,0.078,85
-0.201,0.09,85
-0.21,0.1,85
-0.215,0.105,85
-0.216,0.107,85
-0.217,0.108,85
-0.224,0.112,85
-0.234,0.116,85
-0.244,0.121,85
-0.251,0.126,85
-0.26,0.134,85
-0.266,0.14,85
-0.273,0.149,85
-0.281,0.163,85
-0.287,0.175,85
-0.29,0.184,85
-0.29,0.188,85
-0.291,0.194,85
-0.291,0.196,85
-0.291,0.198,85
-0.292,0.199,85
-0.29,0.196,85
-0.289,0.194,85
-0.295,0.201,85
-0.292,0.198,85
-0.288,0.194,85
-0.285,0.192,85
-0.284,0.191,85
-0.283,0.189,85
-0.283,0.189,85
-0.284,0.191,85
-0.283,0.192,85
-0.282,0.192,85
-0.285,0.194,85
-0.286,0.193,85
-0.298,0.183,85
-0.304,0.177,85
-0.313,0.172,85
-0.323,0.165,85
-0.336,0.157,85
-0.344,0.155,85
-0.358,0.151,85
-0.369,0.151,85
-0.382,0.151,85
-0.398,0.152,85
-0.407,0.153,85
-0.423,0.156,85
-0.435,0.161,85
-0.448,0.167,85
-0.458,0.172,85
-0.467,0.179,85
-0.479,0.188,85
-0.484,0.194,85
-0.484,0.193,85
-0.473,0.181,85
-0.47,0.178,85
-0.479,0.185,85
-0.489,0.192,85
-0.483,0.188,85
-0.478,0.185,85
-0.477,0.183,85
-0.476,0.183,85
-0.492,0.187,85
-0.505,0.188,85
-0.518,0.187,84
-0.537,0.186,84
-0.558,0.185,84
-0.581,0.183,84
-0.604,0.181,84
-0.632,0.178,84
-0.654,0.178,84
-0.674,0.179,84
-0.692,0.181,84
-0.706,0.184,84
